Date,Open,High,Low,Close,Volume,Change,Change Percent,VWAP
4/11/2023,162.35,162.36,160.51,160.8,47644217,-1.55,-0.95473,161.505
4/12/2023,161.22,162.06,159.78,160.1,50133100,-1.12,-0.6947,160.79
4/13/2023,161.63,165.8,161.42,165.56,68445649,3.93,2.43,163.6025
4/14/2023,164.59,166.32,163.82,165.21,49386500,0.62,0.37669,164.985
4/17/2023,165.09,165.39,164.03,165.23,41516217,0.14,0.08480223,164.935
4/18/2023,166.1,167.41,165.65,166.47,49923008,0.37,0.22276,166.4075
4/19/2023,165.8,168.16,165.54,167.63,47720200,1.83,1.1,166.7825
4/20/2023,166.09,167.87,165.56,166.65,52456400,0.56,0.33717,166.5425
4/21/2023,165.05,166.45,164.49,165.02,58337341,-0.03,-0.01817631,165.2525
4/24/2023,165,165.6,163.89,165.33,41949600,0.33,0.2,164.955
4/25/2023,165.19,166.31,163.73,163.77,48714100,-1.42,-0.85962,164.75
4/26/2023,163.06,165.28,162.8,163.76,45498800,0.705,0.42929,163.725
4/27/2023,165.19,168.56,165.19,168.41,64902329,3.22,1.95,166.8375
4/28/2023,168.49,169.85,167.88,169.68,55275900,1.19,0.70627,168.975
5/1/2023,169.28,170.45,168.64,169.59,52472936,0.31,0.18313,169.49
5/2/2023,170.09,170.35,167.54,168.54,48425700,-1.55,-0.91128,169.13
5/3/2023,169.5,170.92,167.16,167.45,65136018,-2.05,-1.21,168.7575
5/4/2023,164.89,167.04,164.31,165.79,81235427,0.9,0.54582,165.5075
5/5/2023,170.98,174.3,170.76,173.57,113453200,2.59,1.51,172.4025
5/8/2023,172.48,173.85,172.11,173.5,55962800,1.02,0.59137,172.985
5/9/2023,173.05,173.54,171.6,171.77,45326900,-1.28,-0.73967,172.49
5/10/2023,173.02,174.03,171.9,173.56,53724501,0.535,0.3121,173.1275
