Date,Open,High,Low,Close,Volume,Change,Change Percent,VWAP
5/11/2023,173.85,174.59,172.17,173.75,49514700,-0.1,-0.05752085,173.59
5/12/2023,173.62,174.06,171,172.57,45533138,-1.05,-0.60477,172.8125
5/15/2023,173.16,173.21,171.47,172.07,37266700,-1.09,-0.62948,172.4775
5/16/2023,171.99,173.14,171.8,172.07,42110300,0.08,0.04651433,172.25
5/17/2023,171.71,172.93,170.42,172.69,57951604,0.98,0.57073,171.9375
5/18/2023,173,175.24,172.58,175.05,65496700,2.05,1.18,173.9675
5/19/2023,176.39,176.39,174.94,175.16,55809500,-1.23,-0.69732,175.72
5/22/2023,173.98,174.71,173.45,174.2,43570932,0.22,0.12645,174.085
5/23/2023,173.13,173.38,171.28,171.56,50747300,-1.57,-0.90683,172.3375
5/24/2023,171.09,172.42,170.52,171.84,45143500,0.75,0.43837,171.4675
5/25/2023,172.41,173.9,171.69,172.99,56058300,0.58,0.33641,172.7475
5/26/2023,173.32,175.77,173.11,175.43,54835000,2.11,1.22,174.4075
5/30/2023,176.96,178.99,176.57,177.3,55964401,0.34,0.19213,177.455
5/31/2023,177.33,179.35,176.76,177.25,99625300,-0.075,-0.04511363,177.6725
6/1/2023,177.7,180.12,176.93,180.09,68901809,2.39,1.34,178.71
6/2/2023,181.03,181.78,179.26,180.95,61996913,-0.08,-0.04419157,180.755
6/5/2023,182.63,184.95,178.04,179.58,121946500,-3.05,-1.67,181.3
6/6/2023,179.97,180.12,177.43,179.21,64848400,-0.755,-0.42229,179.1825
6/7/2023,178.44,181.21,177.32,177.82,61944615,-0.62,-0.34746,178.6975
6/8/2023,177.9,180.84,177.46,180.57,50214900,2.67,1.5,179.1925
6/9/2023,181.5,182.23,180.63,180.96,48900000,-0.54,-0.29752,181.33
6/12/2023,181.27,183.89,180.97,183.79,54754995,2.52,1.39,182.48
6/13/2023,182.8,184.15,182.44,183.31,54929129,0.51,0.27899,183.175
6/14/2023,183.37,184.39,182.02,183.95,57462900,0.58,0.3163,183.4325
6/15/2023,183.96,186.52,183.78,186.01,65433200,2.05,1.11,185.0675
6/16/2023,186.73,186.99,184.27,184.92,101256225,-1.81,-0.96931,185.7275
6/20/2023,184.41,186.1,184.41,185.01,49799100,0.6,0.32536,184.9825
6/21/2023,184.9,185.41,182.59,183.96,49515700,-0.94,-0.50838,184.215
6/22/2023,183.74,187.05,183.67,187,51245327,3.26,1.77,185.365
6/23/2023,185.55,187.56,185.01,186.68,53117000,1.13,0.609,186.2
6/26/2023,186.83,188.05,185.23,185.27,48088700,-1.56,-0.83498,186.345
6/27/2023,185.89,188.39,185.67,188.06,50730846,2.17,1.17,187.0025
6/28/2023,187.93,189.9,187.6,189.25,51216801,1.32,0.70239,188.67
6/29/2023,189.08,190.07,188.94,189.59,46347308,0.51,0.26973,189.42
6/30/2023,191.63,194.48,191.26,193.97,85213216,2.34,1.22,192.835
7/3/2023,193.78,193.88,191.76,192.46,31458200,-1.32,-0.68118,192.97
7/5/2023,191.57,192.98,190.62,191.33,46920300,-0.235,-0.12528,191.625
7/6/2023,189.84,192.02,189.2,191.81,45156009,1.97,1.04,190.7175
7/7/2023,191.41,192.67,190.24,190.68,46815000,-0.73,-0.38138,191.25
7/10/2023,189.26,189.99,187.04,188.61,59922200,-0.65,-0.34344,188.725
7/11/2023,189.16,189.3,186.6,188.08,46638119,-1.08,-0.57095,188.285
7/12/2023,189.68,191.7,188.47,189.77,60750248,0.09,0.04744833,189.905
